participant_id,activity_date,activity_type,topic,municipality,gender,age_group,role,decision_making_role,event_speaker,coordination_role,responsibility_level,leadership_role
2863,2026-04-17,Government Interaction,Local Government,Kamensk-Uralsky,Female,45-54,Participant,No,No,No,Basic,No
3580,2026-04-17,Campaign Activity,Local Government,Yekaterinburg,Female,55+,Participant,Yes,No,No,Basic,No
764,2026-04-18,Media Activity,Entrepreneurship,Yekaterinburg,Female,55+,Participant,No,No,No,Basic,No
1270,2026-04-18,Community Outreach,Gender Equality,Yekaterinburg,Male,55+,Participant,No,No,No,Basic,No
1817,2026-04-18,Meeting,Healthcare,Nizhny Tagil,Male,45-54,Participant,No,No,No,Basic,No
2218,2026-04-18,Public Event,Local Government,Yekaterinburg,Male,55+,Coordinator,Yes,Yes,Yes,Leadership,Yes
787,2026-04-19,Public Event,Housing,Yekaterinburg,Male,25-34,Coordinator,Yes,Yes,Yes,Leadership,Yes
1033,2026-04-19,Campaign Activity,Housing,Nizhny Tagil,Male,55+,Coordinator,Yes,No,Yes,Leadership,Yes
1992,2026-04-19,Survey,Youth Policy,Nizhny Tagil,Male,55+,Participant,No,Yes,No,Basic,No
2104,2026-04-19,Survey,Healthcare,Pervouralsk,Male,18-24,Analyst,No,No,No,Professional,No
2650,2026-04-19,Campaign Activity,Healthcare,Kamensk-Uralsky,Male,18-24,Participant,No,No,No,Basic,No
3581,2026-04-19,Public Event,Healthcare,Yekaterinburg,Male,55+,Volunteer,No,No,Yes,Basic,No
86,2026-04-20,Meeting,Transport,Yekaterinburg,Female,25-34,Participant,No,No,No,Basic,No
567,2026-04-20,Meeting,Healthcare,Yekaterinburg,Male,25-34,Speaker,No,Yes,No,Visible,No
809,2026-04-20,Educational Event,Economic Policy,Yekaterinburg,Male,18-24,Organizer,No,Yes,Yes,Leadership,Yes
990,2026-04-20,Educational Event,Education,Yekaterinburg,Male,25-34,Participant,No,No,No,Basic,No
1790,2026-04-20,Media Activity,Housing,Yekaterinburg,Female,18-24,Participant,No,No,No,Basic,No
2167,2026-04-20,Campaign Activity,Healthcare,Yekaterinburg,Male,18-24,Participant,No,No,No,Basic,No
2291,2026-04-20,Media Activity,Education,Kamensk-Uralsky,Male,55+,Organizer,Yes,No,Yes,Leadership,Yes
2347,2026-04-20,Meeting,Entrepreneurship,Nizhny Tagil,Male,18-24,Speaker,Yes,Yes,Yes,Visible,No
1623,2026-04-21,Meeting,Youth Policy,Revda,Male,45-54,Organizer,Yes,Yes,Yes,Leadership,Yes
2880,2026-04-21,Campaign Activity,Housing,Pervouralsk,Female,25-34,Participant,No,Yes,No,Basic,No
1079,2026-04-22,Meeting,Housing,Nizhny Tagil,Male,35-44,Participant,No,No,No,Basic,No
1280,2026-04-22,Campaign Activity,Local Government,Asbest,Male,25-34,Speaker,No,Yes,No,Visible,No
1330,2026-04-22,Public Event,Transport,Serov,Female,35-44,Analyst,No,No,No,Professional,No
1902,2026-04-22,Community Outreach,Youth Policy,Yekaterinburg,Female,55+,Participant,No,No,No,Basic,No
2397,2026-04-22,Community Outreach,Entrepreneurship,Kamensk-Uralsky,Female,35-44,Participant,No,No,No,Basic,No
3149,2026-04-22,Campaign Activity,Housing,Yekaterinburg,Male,25-34,Speaker,No,Yes,No,Visible,No
3182,2026-04-22,Campaign Activity,Entrepreneurship,Kamensk-Uralsky,Female,35-44,Participant,No,No,No,Basic,No
210,2026-04-23,Survey,Youth Policy,Nizhny Tagil,Male,25-34,Participant,No,No,No,Basic,No
1234,2026-04-23,Survey,Youth Policy,Yekaterinburg,Male,45-54,Organizer,No,Yes,Yes,Leadership,Yes
1237,2026-04-23,Meeting,Local Government,Kamensk-Uralsky,Female,45-54,Volunteer,No,No,No,Basic,No
1502,2026-04-23,Public Event,Gender Equality,Yekaterinburg,Male,25-34,Participant,No,No,No,Basic,No
1814,2026-04-23,Meeting,Education,Nizhny Tagil,Female,45-54,Participant,No,No,No,Basic,No
1882,2026-04-23,Meeting,Education,Serov,Male,35-44,Participant,No,No,No,Basic,No
2018,2026-04-23,Educational Event,Gender Equality,Yekaterinburg,Female,35-44,Participant,No,No,No,Basic,No
2641,2026-04-23,Community Outreach,Economic Policy,Nizhny Tagil,Male,35-44,Organizer,Yes,No,Yes,Leadership,Yes
3141,2026-04-23,Community Outreach,Social Policy,Yekaterinburg,Female,35-44,Participant,No,No,No,Basic,No
3558,2026-04-23,Media Activity,Transport,Yekaterinburg,Male,45-54,Participant,No,No,No,Basic,No
1058,2026-04-24,Meeting,Gender Equality,Yekaterinburg,Female,25-34,Participant,No,No,No,Basic,No
2480,2026-04-24,Educational Event,Healthcare,Serov,Male,18-24,Coordinator,Yes,Yes,Yes,Leadership,Yes
2656,2026-04-24,Media Activity,Gender Equality,Pervouralsk,Male,18-24,Volunteer,No,No,No,Basic,No
3224,2026-04-24,Meeting,Social Policy,Nizhny Tagil,Male,35-44,Analyst,No,No,No,Professional,No
51,2026-04-25,Public Event,Transport,Yekaterinburg,Female,18-24,Organizer,Yes,Yes,Yes,Leadership,Yes
551,2026-04-25,Public Event,Economic Policy,Revda,Female,35-44,Volunteer,No,No,No,Basic,No
697,2026-04-25,Campaign Activity,Education,Yekaterinburg,Male,25-34,Participant,No,No,No,Basic,No
2210,2026-04-25,Survey,Transport,Yekaterinburg,Female,18-24,Volunteer,No,No,Yes,Basic,No
2487,2026-04-25,Community Outreach,Economic Policy,Revda,Male,18-24,Analyst,No,No,No,Professional,No
3548,2026-04-25,Survey,Housing,Yekaterinburg,Male,25-34,Volunteer,No,No,No,Basic,No
84,2026-04-26,Community Outreach,Education,Yekaterinburg,Female,18-24,Speaker,No,Yes,No,Visible,No
621,2026-04-26,Meeting,Healthcare,Yekaterinburg,Male,35-44,Participant,No,Yes,No,Basic,No
836,2026-04-26,Community Outreach,Gender Equality,Yekaterinburg,Male,25-34,Coordinator,No,Yes,Yes,Leadership,Yes
917,2026-04-26,Campaign Activity,Healthcare,Yekaterinburg,Female,25-34,Participant,No,No,No,Basic,No
1730,2026-04-26,Campaign Activity,Social Policy,Serov,Female,25-34,Speaker,Yes,Yes,Yes,Visible,No
1877,2026-04-26,Public Event,Economic Policy,Yekaterinburg,Female,25-34,Analyst,No,No,Yes,Professional,No
1987,2026-04-26,Community Outreach,Gender Equality,Yekaterinburg,Female,35-44,Coordinator,Yes,Yes,Yes,Leadership,Yes
2320,2026-04-26,Public Event,Healthcare,Yekaterinburg,Male,25-34,Participant,No,No,No,Basic,No
2726,2026-04-26,Meeting,Entrepreneurship,Yekaterinburg,Male,25-34,Speaker,No,Yes,No,Visible,No
3322,2026-04-26,Survey,Education,Yekaterinburg,Female,35-44,Participant,No,No,No,Basic,No
3500,2026-04-26,Meeting,Healthcare,Yekaterinburg,Male,55+,Volunteer,No,No,No,Basic,No
676,2026-04-27,Meeting,Entrepreneurship,Yekaterinburg,Female,55+,Participant,No,No,No,Basic,No
2714,2026-04-27,Meeting,Gender Equality,Yekaterinburg,Female,35-44,Speaker,No,Yes,No,Visible,No
3237,2026-04-27,Meeting,Education,Nizhny Tagil,Male,18-24,Participant,No,No,No,Basic,No
3319,2026-04-27,Public Event,Local Government,Yekaterinburg,Female,18-24,Volunteer,No,No,No,Basic,No
125,2026-04-28,Educational Event,Social Policy,Serov,Female,18-24,Volunteer,No,No,No,Basic,No
1695,2026-04-28,Survey,Education,Kamensk-Uralsky,Male,25-34,Coordinator,No,Yes,Yes,Leadership,Yes
1829,2026-04-28,Media Activity,Social Policy,Pervouralsk,Male,25-34,Participant,No,No,No,Basic,No
2064,2026-04-28,Meeting,Education,Yekaterinburg,Female,25-34,Participant,No,No,No,Basic,No
3023,2026-04-28,Meeting,Economic Policy,Yekaterinburg,Male,25-34,Participant,No,No,No,Basic,No
3267,2026-04-28,Community Outreach,Youth Policy,Yekaterinburg,Female,25-34,Coordinator,Yes,Yes,Yes,Leadership,Yes
326,2026-04-29,Community Outreach,Entrepreneurship,Yekaterinburg,Male,18-24,Speaker,No,Yes,Yes,Visible,No
518,2026-04-29,Educational Event,Healthcare,Yekaterinburg,Male,55+,Analyst,Yes,No,No,Professional,No
782,2026-04-29,Campaign Activity,Local Government,Yekaterinburg,Male,25-34,Analyst,No,Yes,No,Professional,No
958,2026-04-29,Government Interaction,Social Policy,Yekaterinburg,Male,55+,Participant,No,No,No,Basic,No
1528,2026-04-29,Public Event,Transport,Pervouralsk,Male,35-44,Coordinator,Yes,Yes,Yes,Leadership,Yes
2285,2026-04-29,Community Outreach,Local Government,Serov,Female,45-54,Volunteer,No,Yes,No,Basic,No
3088,2026-04-29,Educational Event,Transport,Yekaterinburg,Female,25-34,Participant,No,No,No,Basic,No
124,2026-04-30,Campaign Activity,Entrepreneurship,Yekaterinburg,Female,55+,Participant,No,No,No,Basic,No
1086,2026-04-30,Campaign Activity,Entrepreneurship,Kamensk-Uralsky,Male,18-24,Participant,No,No,No,Basic,No
1324,2026-04-30,Educational Event,Housing,Pervouralsk,Male,55+,Participant,No,Yes,No,Basic,No
2002,2026-04-30,Meeting,Housing,Yekaterinburg,Female,45-54,Analyst,No,No,No,Professional,No
2716,2026-04-30,Community Outreach,Transport,Serov,Female,35-44,Participant,No,No,No,Basic,No
2888,2026-04-30,Government Interaction,Local Government,Yekaterinburg,Male,35-44,Participant,No,No,No,Basic,No
3116,2026-04-30,Educational Event,Healthcare,Yekaterinburg,Male,25-34,Participant,No,No,No,Basic,No
3552,2026-04-30,Survey,Housing,Yekaterinburg,Male,18-24,Coordinator,No,Yes,Yes,Leadership,Yes
1209,2026-05-01,Campaign Activity,Healthcare,Yekaterinburg,Female,35-44,Participant,No,No,No,Basic,No
2450,2026-05-01,Community Outreach,Local Government,Yekaterinburg,Male,55+,Participant,No,No,No,Basic,No
276,2026-05-02,Campaign Activity,Economic Policy,Yekaterinburg,Female,25-34,Participant,No,No,No,Basic,No
346,2026-05-02,Educational Event,Youth Policy,Yekaterinburg,Male,25-34,Participant,No,No,No,Basic,No
1371,2026-05-02,Community Outreach,Gender Equality,Yekaterinburg,Female,45-54,Volunteer,No,No,No,Basic,No
1770,2026-05-02,Public Event,Healthcare,Kamensk-Uralsky,Male,45-54,Participant,No,No,No,Basic,No
1881,2026-05-02,Meeting,Healthcare,Yekaterinburg,Male,45-54,Participant,No,No,No,Basic,No
2232,2026-05-02,Public Event,Youth Policy,Asbest,Male,35-44,Organizer,Yes,Yes,Yes,Leadership,Yes
308,2026-05-03,Educational Event,Youth Policy,Revda,Male,35-44,Participant,No,No,No,Basic,No
516,2026-05-03,Public Event,Entrepreneurship,Revda,Female,45-54,Speaker,No,Yes,No,Visible,No
688,2026-05-03,Public Event,Social Policy,Serov,Male,55+,Coordinator,No,No,Yes,Leadership,Yes
1363,2026-05-03,Community Outreach,Economic Policy,Yekaterinburg,Male,45-54,Speaker,No,Yes,No,Visible,No
1399,2026-05-03,Campaign Activity,Entrepreneurship,Revda,Male,25-34,Organizer,No,No,Yes,Leadership,Yes
1416,2026-05-03,Public Event,Entrepreneurship,Asbest,Male,25-34,Coordinator,Yes,No,Yes,Leadership,Yes
1546,2026-05-03,Educational Event,Youth Policy,Serov,Female,45-54,Organizer,Yes,Yes,Yes,Leadership,Yes
2809,2026-05-03,Community Outreach,Economic Policy,Yekaterinburg,Female,25-34,Participant,No,No,No,Basic,No
2856,2026-05-03,Survey,Social Policy,Yekaterinburg,Male,55+,Volunteer,No,No,No,Basic,No
2968,2026-05-03,Community Outreach,Entrepreneurship,Yekaterinburg,Female,35-44,Participant,No,No,No,Basic,No
3164,2026-05-03,Government Interaction,Healthcare,Nizhny Tagil,Male,25-34,Participant,No,No,No,Basic,No
3243,2026-05-03,Government Interaction,Housing,Yekaterinburg,Male,25-34,Participant,No,No,No,Basic,No
56,2026-05-04,Meeting,Local Government,Revda,Male,25-34,Participant,No,No,No,Basic,No
205,2026-05-04,Meeting,Healthcare,Yekaterinburg,Female,35-44,Participant,No,No,No,Basic,No
1122,2026-05-04,Community Outreach,Local Government,Yekaterinburg,Female,25-34,Participant,No,No,No,Basic,No
1211,2026-05-04,Community Outreach,Transport,Yekaterinburg,Male,18-24,Coordinator,No,Yes,Yes,Leadership,Yes
1931,2026-05-04,Campaign Activity,Economic Policy,Yekaterinburg,Male,25-34,Analyst,Yes,No,No,Professional,No
2014,2026-05-04,Government Interaction,Local Government,Yekaterinburg,Female,25-34,Volunteer,No,No,No,Basic,No
3003,2026-05-04,Public Event,Education,Yekaterinburg,Female,35-44,Coordinator,Yes,No,Yes,Leadership,Yes
402,2026-05-05,Campaign Activity,Youth Policy,Pervouralsk,Male,35-44,Participant,No,Yes,No,Basic,No
524,2026-05-05,Campaign Activity,Youth Policy,Yekaterinburg,Male,55+,Participant,No,No,No,Basic,No
1011,2026-05-05,Educational Event,Transport,Nizhny Tagil,Male,55+,Participant,No,No,No,Basic,No
1152,2026-05-05,Community Outreach,Economic Policy,Serov,Male,35-44,Organizer,Yes,Yes,Yes,Leadership,Yes
1376,2026-05-05,Campaign Activity,Education,Kamensk-Uralsky,Female,45-54,Participant,No,No,No,Basic,No
1462,2026-05-05,Meeting,Education,Pervouralsk,Male,25-34,Organizer,No,No,Yes,Leadership,Yes
3252,2026-05-05,Campaign Activity,Entrepreneurship,Yekaterinburg,Male,25-34,Volunteer,No,No,No,Basic,No
226,2026-05-06,Community Outreach,Economic Policy,Kamensk-Uralsky,Male,45-54,Coordinator,No,No,Yes,Leadership,Yes
269,2026-05-06,Community Outreach,Youth Policy,Revda,Female,18-24,Participant,No,No,No,Basic,No
668,2026-05-06,Educational Event,Housing,Asbest,Male,25-34,Organizer,Yes,Yes,Yes,Leadership,Yes
2705,2026-05-06,Government Interaction,Education,Yekaterinburg,Male,25-34,Speaker,No,Yes,No,Visible,No
1191,2026-05-07,Community Outreach,Healthcare,Revda,Female,25-34,Analyst,No,No,No,Professional,No
1429,2026-05-07,Community Outreach,Social Policy,Yekaterinburg,Male,35-44,Participant,No,No,No,Basic,No
2170,2026-05-07,Survey,Healthcare,Kamensk-Uralsky,Male,25-34,Participant,No,No,No,Basic,No
2362,2026-05-07,Meeting,Economic Policy,Yekaterinburg,Female,18-24,Participant,No,No,No,Basic,No
2531,2026-05-07,Public Event,Youth Policy,Yekaterinburg,Male,45-54,Speaker,No,Yes,Yes,Visible,No
2868,2026-05-07,Survey,Gender Equality,Kamensk-Uralsky,Male,18-24,Participant,No,No,No,Basic,No
387,2026-05-08,Public Event,Education,Serov,Male,55+,Analyst,Yes,Yes,No,Professional,No
738,2026-05-08,Meeting,Social Policy,Yekaterinburg,Female,45-54,Speaker,No,Yes,No,Visible,No
1119,2026-05-08,Community Outreach,Economic Policy,Yekaterinburg,Female,35-44,Volunteer,No,No,No,Basic,No
2334,2026-05-08,Public Event,Healthcare,Yekaterinburg,Female,18-24,Participant,No,No,No,Basic,No
2392,2026-05-08,Government Interaction,Youth Policy,Yekaterinburg,Male,18-24,Organizer,Yes,No,Yes,Leadership,Yes
3528,2026-05-08,Campaign Activity,Youth Policy,Yekaterinburg,Female,25-34,Coordinator,Yes,Yes,Yes,Leadership,Yes
468,2026-05-09,Government Interaction,Healthcare,Pervouralsk,Male,45-54,Participant,No,No,No,Basic,No
484,2026-05-09,Public Event,Entrepreneurship,Pervouralsk,Female,35-44,Speaker,No,Yes,No,Visible,No
1238,2026-05-09,Meeting,Social Policy,Yekaterinburg,Female,25-34,Participant,No,No,No,Basic,No
2117,2026-05-09,Educational Event,Gender Equality,Yekaterinburg,Female,35-44,Participant,No,No,No,Basic,No
2313,2026-05-09,Community Outreach,Healthcare,Yekaterinburg,Female,35-44,Participant,No,No,No,Basic,No
384,2026-05-10,Public Event,Housing,Revda,Male,35-44,Speaker,Yes,Yes,No,Visible,No
1205,2026-05-10,Educational Event,Entrepreneurship,Nizhny Tagil,Female,35-44,Participant,No,No,No,Basic,No
1558,2026-05-10,Community Outreach,Social Policy,Yekaterinburg,Male,45-54,Organizer,Yes,No,Yes,Leadership,Yes
2227,2026-05-10,Government Interaction,Healthcare,Yekaterinburg,Male,45-54,Coordinator,Yes,Yes,Yes,Leadership,Yes
2309,2026-05-10,Public Event,Youth Policy,Yekaterinburg,Male,25-34,Analyst,Yes,Yes,No,Professional,No
2621,2026-05-10,Campaign Activity,Local Government,Kamensk-Uralsky,Male,25-34,Participant,No,No,No,Basic,No
3344,2026-05-10,Community Outreach,Entrepreneurship,Serov,Female,35-44,Volunteer,No,Yes,No,Basic,No
3365,2026-05-10,Meeting,Entrepreneurship,Asbest,Female,25-34,Volunteer,No,No,No,Basic,No
750,2026-05-11,Educational Event,Housing,Yekaterinburg,Male,35-44,Participant,No,Yes,No,Basic,No
1248,2026-05-11,Government Interaction,Education,Yekaterinburg,Female,25-34,Volunteer,No,No,No,Basic,No
2000,2026-05-11,Community Outreach,Education,Revda,Male,35-44,Participant,No,No,No,Basic,No
3142,2026-05-11,Campaign Activity,Healthcare,Pervouralsk,Female,35-44,Analyst,No,No,No,Professional,No
1212,2026-05-12,Government Interaction,Gender Equality,Yekaterinburg,Male,35-44,Participant,No,No,No,Basic,No
2228,2026-05-12,Public Event,Local Government,Nizhny Tagil,Female,18-24,Coordinator,Yes,No,Yes,Leadership,Yes
3589,2026-05-12,Meeting,Housing,Yekaterinburg,Male,55+,Organizer,Yes,No,Yes,Leadership,Yes
60,2026-05-13,Meeting,Social Policy,Kamensk-Uralsky,Female,25-34,Coordinator,Yes,Yes,Yes,Leadership,Yes
944,2026-05-13,Community Outreach,Healthcare,Yekaterinburg,Female,25-34,Volunteer,No,No,No,Basic,No
1494,2026-05-13,Campaign Activity,Social Policy,Yekaterinburg,Male,35-44,Participant,No,Yes,No,Basic,No
1821,2026-05-13,Campaign Activity,Youth Policy,Revda,Male,55+,Analyst,No,No,No,Professional,No
2212,2026-05-13,Meeting,Healthcare,Kamensk-Uralsky,Female,25-34,Speaker,No,Yes,No,Visible,No
2790,2026-05-13,Public Event,Housing,Yekaterinburg,Female,18-24,Participant,No,No,No,Basic,No
135,2026-05-14,Meeting,Local Government,Yekaterinburg,Male,45-54,Analyst,No,No,No,Professional,No
1417,2026-05-14,Community Outreach,Housing,Yekaterinburg,Male,25-34,Volunteer,Yes,No,No,Basic,No
1473,2026-05-14,Campaign Activity,Healthcare,Kamensk-Uralsky,Female,25-34,Participant,No,No,No,Basic,No
1654,2026-05-14,Survey,Local Government,Yekaterinburg,Female,18-24,Organizer,No,No,Yes,Leadership,Yes
2319,2026-05-14,Educational Event,Housing,Nizhny Tagil,Male,45-54,Volunteer,No,No,No,Basic,No
3330,2026-05-14,Media Activity,Housing,Yekaterinburg,Female,18-24,Participant,No,No,No,Basic,No
3342,2026-05-14,Community Outreach,Youth Policy,Revda,Male,35-44,Participant,No,No,No,Basic,No
101,2026-05-15,Educational Event,Gender Equality,Yekaterinburg,Male,35-44,Participant,Yes,Yes,No,Basic,No
365,2026-05-15,Campaign Activity,Gender Equality,Kamensk-Uralsky,Male,25-34,Participant,No,No,No,Basic,No
1054,2026-05-15,Meeting,Healthcare,Yekaterinburg,Female,25-34,Speaker,No,Yes,No,Visible,No
1522,2026-05-15,Public Event,Healthcare,Nizhny Tagil,Male,25-34,Analyst,No,No,No,Professional,No
1591,2026-05-15,Community Outreach,Healthcare,Yekaterinburg,Female,18-24,Participant,No,No,No,Basic,No
2577,2026-05-15,Government Interaction,Education,Yekaterinburg,Male,25-34,Participant,No,No,No,Basic,No
3534,2026-05-15,Campaign Activity,Youth Policy,Yekaterinburg,Female,25-34,Participant,No,No,No,Basic,No
329,2026-05-16,Meeting,Economic Policy,Yekaterinburg,Male,18-24,Participant,No,No,No,Basic,No
1383,2026-05-16,Public Event,Economic Policy,Yekaterinburg,Male,45-54,Participant,No,No,No,Basic,No
2517,2026-05-16,Campaign Activity,Youth Policy,Asbest,Female,18-24,Participant,No,No,No,Basic,No
3451,2026-05-16,Media Activity,Gender Equality,Yekaterinburg,Male,35-44,Participant,No,Yes,No,Basic,No
3456,2026-05-16,Campaign Activity,Social Policy,Serov,Male,55+,Organizer,Yes,Yes,Yes,Leadership,Yes
405,2026-05-17,Community Outreach,Healthcare,Nizhny Tagil,Male,25-34,Participant,No,No,No,Basic,No
476,2026-05-17,Campaign Activity,Local Government,Asbest,Female,45-54,Participant,No,No,No,Basic,No
1009,2026-05-17,Meeting,Housing,Yekaterinburg,Male,25-34,Participant,No,No,No,Basic,No
1091,2026-05-17,Community Outreach,Gender Equality,Pervouralsk,Female,18-24,Coordinator,Yes,Yes,Yes,Leadership,Yes
1230,2026-05-17,Educational Event,Youth Policy,Yekaterinburg,Female,18-24,Participant,No,No,No,Basic,No
1773,2026-05-17,Meeting,Entrepreneurship,Yekaterinburg,Male,55+,Volunteer,Yes,No,No,Basic,No
1916,2026-05-17,Media Activity,Education,Asbest,Female,35-44,Coordinator,Yes,No,Yes,Leadership,Yes
2834,2026-05-17,Media Activity,Youth Policy,Yekaterinburg,Male,45-54,Volunteer,No,No,No,Basic,No
2992,2026-05-17,Government Interaction,Economic Policy,Yekaterinburg,Male,18-24,Organizer,Yes,No,Yes,Leadership,Yes
425,2026-05-18,Survey,Transport,Pervouralsk,Male,18-24,Speaker,Yes,Yes,No,Visible,No
952,2026-05-18,Government Interaction,Youth Policy,Asbest,Female,45-54,Participant,No,No,No,Basic,No
1155,2026-05-18,Media Activity,Economic Policy,Yekaterinburg,Male,25-34,Analyst,No,No,No,Professional,No
1784,2026-05-18,Meeting,Housing,Yekaterinburg,Female,18-24,Participant,No,No,No,Basic,No
1872,2026-05-18,Meeting,Economic Policy,Yekaterinburg,Female,18-24,Volunteer,No,No,No,Basic,No
2607,2026-05-18,Campaign Activity,Entrepreneurship,Pervouralsk,Male,35-44,Volunteer,No,No,No,Basic,No
3294,2026-05-18,Public Event,Entrepreneurship,Pervouralsk,Male,35-44,Participant,No,No,No,Basic,No
3550,2026-05-18,Community Outreach,Education,Yekaterinburg,Male,18-24,Volunteer,No,No,No,Basic,No
3566,2026-05-18,Campaign Activity,Gender Equality,Yekaterinburg,Male,18-24,Speaker,No,Yes,No,Visible,No
217,2026-05-19,Campaign Activity,Transport,Asbest,Female,55+,Volunteer,No,No,No,Basic,No
320,2026-05-19,Campaign Activity,Gender Equality,Yekaterinburg,Male,35-44,Participant,No,No,No,Basic,No
665,2026-05-19,Government Interaction,Education,Yekaterinburg,Female,25-34,Participant,No,No,No,Basic,No
1007,2026-05-19,Educational Event,Social Policy,Yekaterinburg,Male,18-24,Analyst,No,Yes,No,Professional,No
